legacy_url	new_url	anchor	page	duplicate
https://docs.arcadedb.com/#abs	https://docs.arcadedb.com/arcadedb/reference/sql/sql-functions.html#abs	abs	reference/sql/sql-functions.adoc	0
https://docs.arcadedb.com/#acid-properties	https://docs.arcadedb.com/arcadedb/concepts/transactions.html#acid-properties	acid-properties	concepts/transactions.adoc	0
https://docs.arcadedb.com/#adaptive-efsearch	https://docs.arcadedb.com/arcadedb/concepts/vector-search.html#adaptive-efsearch	adaptive-efsearch	concepts/vector-search.adoc	0
https://docs.arcadedb.com/#additional-settings	https://docs.arcadedb.com/arcadedb/tutorials/multimodel.html#additional-settings	additional-settings	tutorials/multimodel.adoc	0
https://docs.arcadedb.com/#administration-guide	https://docs.arcadedb.com/arcadedb/how-to/operations/chapter.html	administration-guide	how-to/operations/chapter.adoc	0
https://docs.arcadedb.com/#agg-first	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-first	agg-first	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-last	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-last	agg-last	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-max-items	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-max-items	agg-max-items	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-median	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-median	agg-median	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-min-items	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-min-items	agg-min-items	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-nth	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-nth	agg-nth	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-percentiles	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-percentiles	agg-percentiles	reference/extended-functions.adoc	0
https://docs.arcadedb.com/#agg-product	https://docs.arcadedb.com/arcadedb/reference/extended-functions.html#agg-product	agg-product	reference/extended-functions.adoc	0
